"","Species","cellID","x","y","Precipitation...seasonality..Bio15.","Temperature...annual.range..Bio07.","Potassium","Phosphorus","Nitrogen"
"122845","Corymbia calophylla",122845,-1256010,6097215,70.5,25.85,NA,NA,NA
"122846","Corymbia calophylla",122846,-1246010,6097215,69.3333333333333,25.8333333333333,0.035577,0.013807,0.038874
"122847","Corymbia calophylla",122847,-1236010,6097215,66,26,0.035577,0.013807,0.038874
"122848","Corymbia calophylla",122848,-1226010,6097215,65,25.6,0.035577,0.013807,0.038874
"122851","Corymbia calophylla",122851,-1196010,6097215,60,25.1,0.035167206,0.013649852,0.038434494
"122855","Corymbia calophylla",122855,-1156010,6097215,55,23.9,0.029136,0.011337,0.031966
"122862","Corymbia calophylla",122862,-1086010,6097215,46,22.8,0.043642357,0.014497696,0.027740728
"123271","Corymbia calophylla",123271,-1366010,6087215,84,18.55,0.044146,0.017925,0.043213
"123272","Corymbia calophylla",123272,-1356010,6087215,84,19.2333333333333,0.044146,0.017925,0.043213
"123273","Corymbia calophylla",123273,-1346010,6087215,83.6923076923077,20.0076923076923,0.044146,0.017925,0.043213
"123274","Corymbia calophylla",123274,-1336010,6087215,83,21.3142857142857,0.044146,0.017925,0.043213
"123275","Corymbia calophylla",123275,-1326010,6087215,81.0625,22.13125,0.044146,0.017925,0.043213
"123276","Corymbia calophylla",123276,-1316010,6087215,81,22.6,0.044146,0.017925,0.043213
"123277","Corymbia calophylla",123277,-1306010,6087215,78,24.1,NA,NA,NA
"123285","Corymbia calophylla",123285,-1226010,6087215,65,25.55,0.035577,0.013807,0.038874
"123286","Corymbia calophylla",123286,-1216010,6087215,63,25.2,0.035577,0.013807,0.038874
"123289","Corymbia calophylla",123289,-1186010,6087215,58,24.2,0.029136,0.011337,0.031966
"123291","Corymbia calophylla",123291,-1166010,6087215,55,23.7,0.029136,0.011337,0.031966
"123708","Corymbia calophylla",123708,-1366010,6077215,83.6666666666667,18.3666666666667,0.044290386,0.01800685,0.04329957
"123711","Corymbia calophylla",123711,-1336010,6077215,82,20.7833333333333,0.044146,0.017925,0.043213
"123713","Corymbia calophylla",123713,-1316010,6077215,77,22.2,NA,NA,NA
"123715","Corymbia calophylla",123715,-1296010,6077215,75,23.7,NA,NA,NA
"123717","Corymbia calophylla",123717,-1276010,6077215,72,24.2,NA,NA,NA
"123718","Corymbia calophylla",123718,-1266010,6077215,71,24.4,NA,NA,NA
"123724","Corymbia calophylla",123724,-1206010,6077215,61,24.2,NA,NA,NA
"124145","Corymbia calophylla",124145,-1366010,6067215,82.5,18.3,0.058401,0.026006,0.05176
"124146","Corymbia calophylla",124146,-1356010,6067215,81.25,19.325,0.058401,0.026006,0.05176
"124147","Corymbia calophylla",124147,-1346010,6067215,81,20,NA,NA,NA
"124148","Corymbia calophylla",124148,-1336010,6067215,80,20.3,NA,NA,NA
"124150","Corymbia calophylla",124150,-1316010,6067215,76,21.4,NA,NA,NA
"124151","Corymbia calophylla",124151,-1306010,6067215,75,22.7,NA,NA,NA
"124154","Corymbia calophylla",124154,-1276010,6067215,72,23.4,NA,NA,NA
"124161","Corymbia calophylla",124161,-1206010,6067215,62,24.1,NA,NA,NA
"124175","Corymbia calophylla",124175,-1066010,6067215,41,20.4,0.031977,0.014894,0.024173
"124176","Corymbia calophylla",124176,-1056010,6067215,40.6666666666667,20.1,NA,NA,NA
"124177","Corymbia calophylla",124177,-1046010,6067215,38.5555555555556,20.1111111111111,NA,NA,NA
"124583","Corymbia calophylla",124583,-1356010,6057215,81,19.1,0.058401,0.026006,0.05176
"124584","Corymbia calophylla",124584,-1346010,6057215,80,19.2,NA,NA,NA
"124593","Corymbia calophylla",124593,-1256010,6057215,70,23.1,NA,NA,NA
"124596","Corymbia calophylla",124596,-1226010,6057215,64.5,23.45,NA,NA,NA
"124601","Corymbia calophylla",124601,-1176010,6057215,56,23,0.027946636,0.012513997,0.02878955
"124609","Corymbia calophylla",124609,-1096010,6057215,45.6666666666667,20.9666666666667,NA,NA,NA
"124610","Corymbia calophylla",124610,-1086010,6057215,44,20.5,NA,NA,NA
"124611","Corymbia calophylla",124611,-1076010,6057215,42.3157894736842,20.1894736842105,NA,NA,NA
"124612","Corymbia calophylla",124612,-1066010,6057215,41,20.2,NA,NA,NA
"124613","Corymbia calophylla",124613,-1056010,6057215,39,19.8,NA,NA,NA
"125020","Corymbia calophylla",125020,-1356010,6047215,80.6666666666667,17.9666666666667,NA,NA,NA
"125021","Corymbia calophylla",125021,-1346010,6047215,79,17.8,NA,NA,NA
"125023","Corymbia calophylla",125023,-1326010,6047215,77,18.55,NA,NA,NA
"125024","Corymbia calophylla",125024,-1316010,6047215,75,19.5,NA,NA,NA
"125025","Corymbia calophylla",125025,-1306010,6047215,73,20.7,NA,NA,NA
"125027","Corymbia calophylla",125027,-1286010,6047215,70,21.1,NA,NA,NA
"125028","Corymbia calophylla",125028,-1276010,6047215,70,21.7,NA,NA,NA
"125031","Corymbia calophylla",125031,-1246010,6047215,68,21.4666666666667,0.052865,0.021909,0.069572
"125032","Corymbia calophylla",125032,-1236010,6047215,66,22,NA,NA,NA
"125035","Corymbia calophylla",125035,-1206010,6047215,62,22.3,NA,NA,NA
"125036","Corymbia calophylla",125036,-1196010,6047215,59,22.5,NA,NA,NA
"125037","Corymbia calophylla",125037,-1186010,6047215,58.5,22.35,0.027982,0.012479,0.028884
"125038","Corymbia calophylla",125038,-1176010,6047215,57,22.2,0.027982,0.012479,0.028884
"125045","Corymbia calophylla",125045,-1106010,6047215,46,20.7,0.036377,0.013273,0.034217
"125046","Corymbia calophylla",125046,-1096010,6047215,45,20.6333333333333,0.036377,0.013273,0.034217
"125457","Corymbia calophylla",125457,-1356010,6037215,78.8,17.1,NA,NA,NA
"125460","Corymbia calophylla",125460,-1326010,6037215,76,18.6,NA,NA,NA
"125465","Corymbia calophylla",125465,-1276010,6037215,69,20.525,NA,NA,NA
"125468","Corymbia calophylla",125468,-1246010,6037215,67,20.8,NA,NA,NA
"125469","Corymbia calophylla",125469,-1236010,6037215,65.3333333333333,21.3666666666667,NA,NA,NA
"125471","Corymbia calophylla",125471,-1216010,6037215,63,21.9,0.052865,0.021909,0.069572
"125472","Corymbia calophylla",125472,-1206010,6037215,62,22,NA,NA,NA
"125474","Corymbia calophylla",125474,-1186010,6037215,58.6666666666667,21.95,0.027982,0.012479,0.028884
"125475","Corymbia calophylla",125475,-1176010,6037215,57,21.95,0.027968938,0.012477764,0.028875701
"125481","Corymbia calophylla",125481,-1116010,6037215,47,20.7,0.036377,0.013273,0.034217
"125482","Corymbia calophylla",125482,-1106010,6037215,45.75,20.325,0.036377,0.013273,0.034217
"125488","Corymbia calophylla",125488,-1046010,6037215,39,18.2,0.036376044,0.013273467,0.034206536
"125895","Corymbia calophylla",125895,-1346010,6027215,77,16,0.058401,0.026006,0.05176
"125902","Corymbia calophylla",125902,-1276010,6027215,71,19.3,NA,NA,NA
"125903","Corymbia calophylla",125903,-1266010,6027215,69,20.05,NA,NA,NA
"125904","Corymbia calophylla",125904,-1256010,6027215,68,19.9,NA,NA,NA
"125906","Corymbia calophylla",125906,-1236010,6027215,66,20.55,NA,NA,NA
"125916","Corymbia calophylla",125916,-1136010,6027215,51.8888888888889,20.5,NA,NA,NA
"125920","Corymbia calophylla",125920,-1096010,6027215,44,19.3333333333333,0.036377,0.013273,0.034217
"125921","Corymbia calophylla",125921,-1086010,6027215,42,18.5,NA,NA,NA
"125922","Corymbia calophylla",125922,-1076010,6027215,41.6666666666667,18.0888888888889,0.036377,0.013273,0.034217
"125923","Corymbia calophylla",125923,-1066010,6027215,41,17.8,0.03637625,0.013273366,0.034208793
"125925","Corymbia calophylla",125925,-1046010,6027215,41,17.2,0.035835,0.013537,0.028303
"126333","Corymbia calophylla",126333,-1336010,6017215,77,14.9555553333333,1360.7036,1360.6667,1360.696
"126341","Corymbia calophylla",126341,-1256010,6017215,68.7142857142857,18.9142857142857,0.052865,0.021909,0.069572
"126343","Corymbia calophylla",126343,-1236010,6017215,66,20.2,NA,NA,NA
"126348","Corymbia calophylla",126348,-1186010,6017215,60,20.64,NA,NA,NA
"126350","Corymbia calophylla",126350,-1166010,6017215,56,20.6,NA,NA,NA
"126351","Corymbia calophylla",126351,-1156010,6017215,55,20.5,NA,NA,NA
"126352","Corymbia calophylla",126352,-1146010,6017215,53,20.5,NA,NA,NA
"126353","Corymbia calophylla",126353,-1136010,6017215,51,20.2,0.036377,0.013273,0.034217
"126356","Corymbia calophylla",126356,-1106010,6017215,47,19,NA,NA,NA
"126778","Corymbia calophylla",126778,-1256010,6007215,70,18,NA,NA,NA
"126779","Corymbia calophylla",126779,-1246010,6007215,68,18.5,NA,NA,NA
"126782","Corymbia calophylla",126782,-1216010,6007215,65,19.9,NA,NA,NA
"126783","Corymbia calophylla",126783,-1206010,6007215,63,20.1,NA,NA,NA
"126784","Corymbia calophylla",126784,-1196010,6007215,63,20,NA,NA,NA
"126792","Corymbia calophylla",126792,-1116010,6007215,51,18.5,NA,NA,NA
"126794","Corymbia calophylla",126794,-1096010,6007215,47,17.65,0.036377,0.013273,0.034217
"126797","Corymbia calophylla",126797,-1066010,6007215,50,15.4,0.035835,0.013537,0.028303
"126799","Corymbia calophylla",126799,-1046010,6007215,48.8,14.84,0.035835,0.013537,0.028303
"126800","Corymbia calophylla",126800,-1036010,6007215,48,15,NA,NA,NA
"127216","Corymbia calophylla",127216,-1246010,5997215,69,17.3,NA,NA,NA
"127217","Corymbia calophylla",127217,-1236010,5997215,68,18.0333333333333,NA,NA,NA
"127218","Corymbia calophylla",127218,-1226010,5997215,67,18.5,NA,NA,NA
"127220","Corymbia calophylla",127220,-1206010,5997215,65,18.9,NA,NA,NA
"127221","Corymbia calophylla",127221,-1196010,5997215,62,19.3,NA,NA,NA
"127223","Corymbia calophylla",127223,-1176010,5997215,60,19.3,NA,NA,NA
"127224","Corymbia calophylla",127224,-1166010,5997215,59,19.1,NA,NA,NA
"127226","Corymbia calophylla",127226,-1146010,5997215,57,18.8,NA,NA,NA
"127228","Corymbia calophylla",127228,-1126010,5997215,53,18.5,NA,NA,NA
"127229","Corymbia calophylla",127229,-1116010,5997215,53,18.5,NA,NA,NA
"127230","Corymbia calophylla",127230,-1106010,5997215,54,17.7,NA,NA,NA
"127234","Corymbia calophylla",127234,-1066010,5997215,52.7142857142857,15.0142857142857,-25.57940125,-25.60156975,-25.58690025
"127235","Corymbia calophylla",127235,-1056010,5997215,52.3333333333333,14.4333333333333,-193.0588975,-193.0807715,-193.0662785
"127236","Corymbia calophylla",127236,-1046010,5997215,51,14.3,NA,NA,NA
"127656","Corymbia calophylla",127656,-1216010,5987215,67,17.6,NA,NA,NA
"127658","Corymbia calophylla",127658,-1196010,5987215,64,18.25,NA,NA,NA
"127659","Corymbia calophylla",127659,-1186010,5987215,62,18.2,NA,NA,NA
"127660","Corymbia calophylla",127660,-1176010,5987215,60.6666666666667,18.5666666666667,NA,NA,NA
"127662","Corymbia calophylla",127662,-1156010,5987215,59.1764705882353,18.2823529411765,0.038729,0.015586,0.039873
"127665","Corymbia calophylla",127665,-1126010,5987215,54.5,18,NA,NA,NA
"127666","Corymbia calophylla",127666,-1116010,5987215,57,17.6,NA,NA,NA
"127669","Corymbia calophylla",127669,-1086010,5987215,56,15.5,0.035835,0.013537,0.028303
"127670","Corymbia calophylla",127670,-1076010,5987215,55.3333333333333,14.9666666666667,NA,NA,NA
"127671","Corymbia calophylla",127671,-1066010,5987215,55.6349205714286,14.5166666190476,-28.397207,-28.425087,-28.405746
"127672","Corymbia calophylla",127672,-1056010,5987215,53.5,14.25,0.035835,0.013537,0.028303
"128095","Corymbia calophylla",128095,-1196010,5977215,65,17.7,NA,NA,NA
"128097","Corymbia calophylla",128097,-1176010,5977215,63.25,17.55,0.052865,0.021909,0.069572
"128098","Corymbia calophylla",128098,-1166010,5977215,61.3333333333333,17.7333333333333,NA,NA,NA
"128099","Corymbia calophylla",128099,-1156010,5977215,61,17.6,NA,NA,NA
"128100","Corymbia calophylla",128100,-1146010,5977215,59.3333333333333,17.7333333333333,0.038729,0.015586,0.039873
"128102","Corymbia calophylla",128102,-1126010,5977215,56.5,17.6,0.038729,0.015586,0.039873
"128104","Corymbia calophylla",128104,-1106010,5977215,57,16.1,NA,NA,NA
"128106","Corymbia calophylla",128106,-1086010,5977215,57,15.3,NA,NA,NA
"128107","Corymbia calophylla",128107,-1076010,5977215,57,14,NA,NA,NA
"128533","Corymbia calophylla",128533,-1186010,5967215,64.5,16.95,NA,NA,NA
"128534","Corymbia calophylla",128534,-1176010,5967215,64,17.3,NA,NA,NA
"89542","Eucalyptus amplifolia",89542,2203990,6867215,44,24.42,0.036281,0.017973,0.046891
"90851","Eucalyptus amplifolia",90851,2183990,6837215,44,24,NA,NA,NA
"925891","Eucalyptus amplifolia",92589,2083990,6797215,38,28.7,0.028202,0.009612,0.053261
"93914","Eucalyptus amplifolia",93914,2223990,6767215,40.3333333333333,23.0333333333333,0.448868,0.015897,0.050241
"94349","Eucalyptus amplifolia",94349,2203990,6757215,41,26.8,0.448868,0.015897,0.050241
"94351","Eucalyptus amplifolia",94351,2223990,6757215,41,22.4,NA,NA,NA
"94786","Eucalyptus amplifolia",94786,2203990,6747215,39,24.85,0.448868,0.015897,0.050241
"94787","Eucalyptus amplifolia",94787,2213990,6747215,39.6666666666667,24.7333333333333,0.448868,0.015897,0.050241
"94788","Eucalyptus amplifolia",94788,2223990,6747215,41.3333333333333,23.5333333333333,0.4598423,0.016033545,0.050182536
"95224","Eucalyptus amplifolia",95224,2213990,6737215,40,25.7,0.056532137,0.011015431,0.052331183
"95225","Eucalyptus amplifolia",95225,2223990,6737215,42,25.5,0.069219455,0.01117329,0.05226359
"95226","Eucalyptus amplifolia",95226,2233990,6737215,43,24.15,0.068955,0.01117,0.052265
"95657","Eucalyptus amplifolia",95657,2173990,6727215,36,24.7,0.0766103791666667,0.0140423641666667,0.0685406166666667
"956581","Eucalyptus amplifolia",95658,2183990,6727215,38.3333333333333,24.6,NA,NA,NA
"95659","Eucalyptus amplifolia",95659,2193990,6727215,39.3333333333333,26.0666666666667,0.3169914,0.0142561493333333,0.0509435773333333
"956601","Eucalyptus amplifolia",95660,2203990,6727215,40.3333333333333,26.3222222222222,0.0714487661428571,0.0112010282857143,0.052251714
"95663","Eucalyptus amplifolia",95663,2233990,6727215,46,26,0.07063226,0.009573721,0.04686132
"95664","Eucalyptus amplifolia",95664,2243990,6727215,46,25.4,0.054027663,0.025376583,0.1003567625
"95668","Eucalyptus amplifolia",95668,2283990,6727215,48,20.8,NA,NA,NA
"95672","Eucalyptus amplifolia",95672,2323990,6727215,46,20.7,0.088144805,0.03318934,0.14756246
"96098","Eucalyptus amplifolia",96098,2213990,6717215,45,26.7,0.068955,0.01117,0.052265
"96099","Eucalyptus amplifolia",96099,2223990,6717215,44.5,26.45,NA,NA,NA
"96100","Eucalyptus amplifolia",96100,2233990,6717215,46,25.9333333333333,0.059148918,0.020502603,0.0838574886666667
"96101","Eucalyptus amplifolia",96101,2243990,6717215,46,24.9,NA,NA,NA
"965311","Eucalyptus amplifolia",96531,2173990,6707215,38,24.15,NA,NA,NA
"965321","Eucalyptus amplifolia",96532,2183990,6707215,39,24.1333333333333,0.0691076866666667,0.0111856046666667,0.0523115496666667
"965331","Eucalyptus amplifolia",96533,2193990,6707215,42,24.5666666666667,NA,NA,NA
"96535","Eucalyptus amplifolia",96535,2213990,6707215,47,27,0.068955,0.01117,0.052265
"96537","Eucalyptus amplifolia",96537,2233990,6707215,48,26.8,0.053774,0.025618,0.101174
"96969","Eucalyptus amplifolia",96969,2183990,6697215,38.3333333333333,24.1333333333333,NA,NA,NA
"96970","Eucalyptus amplifolia",96970,2193990,6697215,46,24.2,NA,NA,NA
"96976","Eucalyptus amplifolia",96976,2253990,6697215,49,26.2,NA,NA,NA
"974031","Eucalyptus amplifolia",97403,2153990,6687215,38,26.7,0.134914,0.017911,0.072374
"97407","Eucalyptus amplifolia",97407,2193990,6687215,48,24.7,0.068955,0.01117,0.052265
"97408","Eucalyptus amplifolia",97408,2203990,6687215,50.3333333333333,25.5666666666667,NA,NA,NA
"97411","Eucalyptus amplifolia",97411,2233990,6687215,52,27.1,0.053774,0.025618,0.101174
"978411","Eucalyptus amplifolia",97841,2163990,6677215,37,25.8,0.068955,0.01117,0.052265
"97844","Eucalyptus amplifolia",97844,2193990,6677215,48,25.0333333333333,NA,NA,NA
"97845","Eucalyptus amplifolia",97845,2203990,6677215,52.75,24.775,NA,NA,NA
"97846","Eucalyptus amplifolia",97846,2213990,6677215,53,26.46,NA,NA,NA
"97847","Eucalyptus amplifolia",97847,2223990,6677215,52.75,27.85,NA,NA,NA
"97848","Eucalyptus amplifolia",97848,2233990,6677215,52,27.1,0.053774,0.025618,0.101174
"97849","Eucalyptus amplifolia",97849,2243990,6677215,52,26.5333333333333,NA,NA,NA
"97851","Eucalyptus amplifolia",97851,2263990,6677215,48,26.1,0.045068257,0.08837384,0.13587056
"982781","Eucalyptus amplifolia",98278,2163990,6667215,38.125,25.5125,0.068955,0.01117,0.052265
"982791","Eucalyptus amplifolia",98279,2173990,6667215,39.5,25.35,0.068955,0.01117,0.052265
"982801","Eucalyptus amplifolia",98280,2183990,6667215,42,24.6,0.068955,0.01117,0.052265
"98282","Eucalyptus amplifolia",98282,2203990,6667215,54,25.1,NA,NA,NA
"98285","Eucalyptus amplifolia",98285,2233990,6667215,53,27.6,0.053774,0.025618,0.101174
"98286","Eucalyptus amplifolia",98286,2243990,6667215,52,26.5,0.053774,0.025618,0.101174
"98289","Eucalyptus amplifolia",98289,2273990,6667215,47,25,0.1058336225,0.0282294055,0.08546659
"98292","Eucalyptus amplifolia",98292,2303990,6667215,46,21.4,0.07016,0.027896,0.133935
"987151","Eucalyptus amplifolia",98715,2163990,6657215,38.375,25.525,0.068955,0.01117,0.052265
"987161","Eucalyptus amplifolia",98716,2173990,6657215,39,25.6,NA,NA,NA
"991521","Eucalyptus amplifolia",99152,2163990,6647215,40,25.95,0.068955,0.01117,0.052265
"995861","Eucalyptus amplifolia",99586,2133990,6637215,34,25.6,0.046039786,0.012792179,0.045867484
"99600","Eucalyptus amplifolia",99600,2273990,6637215,48,24,NA,NA,NA
"100037","Eucalyptus amplifolia",100037,2273990,6627215,48,23.7,NA,NA,NA
"1004611","Eucalyptus amplifolia",100461,2143990,6617215,39,26,0.045336,0.012842,0.045671
"100474","Eucalyptus amplifolia",100474,2273990,6617215,47,23.1,NA,NA,NA
"1008981","Eucalyptus amplifolia",100898,2143990,6607215,40,26,0.045336,0.012842,0.045671
"101337","Eucalyptus amplifolia",101337,2163990,6597215,48,26.5,NA,NA,NA
"101341","Eucalyptus amplifolia",101341,2203990,6597215,56,28.9,0.141965,0.013441,0.049859
"1017741","Eucalyptus amplifolia",101774,2163990,6587215,52,28.8,NA,NA,NA
"101775","Eucalyptus amplifolia",101775,2173990,6587215,53.5,29,NA,NA,NA
"101778","Eucalyptus amplifolia",101778,2203990,6587215,52,26.3,NA,NA,NA
"101782","Eucalyptus amplifolia",101782,2243990,6587215,51.5,26.3,0.07563974,0.018853918,0.18900361
"1022001","Eucalyptus amplifolia",102200,2053990,6577215,32,28.45,0.02307,0.012264,0.032006
"102212","Eucalyptus amplifolia",102212,2173990,6577215,54,28.8,0.04997369,0.012870749,0.045872003
"102223","Eucalyptus amplifolia",102223,2283990,6577215,44,20,NA,NA,NA
"1026371","Eucalyptus amplifolia",102637,2053990,6567215,33,30.1,0.024593242,0.012385787,0.03175509
"1026491","Eucalyptus amplifolia",102649,2173990,6567215,50.5,25.6,NA,NA,NA
"102650","Eucalyptus amplifolia",102650,2183990,6567215,55,28.9,0.14338653,0.013449812,0.049920607
"102652","Eucalyptus amplifolia",102652,2203990,6567215,51,26.2,NA,NA,NA
"102654","Eucalyptus amplifolia",102654,2223990,6567215,51,27.2,NA,NA,NA
"102657","Eucalyptus amplifolia",102657,2253990,6567215,45,22.9,NA,NA,NA
"1030831","Eucalyptus amplifolia",103083,2143990,6557215,46,25,NA,NA,NA
"1030861","Eucalyptus amplifolia",103086,2173990,6557215,50.8571428571429,26.1428571428571,NA,NA,NA
"103089","Eucalyptus amplifolia",103089,2203990,6557215,52,27.9,NA,NA,NA
"103090","Eucalyptus amplifolia",103090,2213990,6557215,51,27.6,NA,NA,NA
"103091","Eucalyptus amplifolia",103091,2223990,6557215,49,26.7,0.141965,0.013441,0.049859
"1035221","Eucalyptus amplifolia",103522,2163990,6547215,50,24.4285714285714,0.02307,0.012264,0.032006
"1035231","Eucalyptus amplifolia",103523,2173990,6547215,51,25.6666666666667,NA,NA,NA
"103525","Eucalyptus amplifolia",103525,2193990,6547215,51,25.775,NA,NA,NA
"103528","Eucalyptus amplifolia",103528,2223990,6547215,48.6666666666667,26.6333333333333,0.141965,0.013441,0.049859
"103532","Eucalyptus amplifolia",103532,2263990,6547215,44,20.4,NA,NA,NA
"1039601","Eucalyptus amplifolia",103960,2173990,6537215,50,24.4,NA,NA,NA
"1039611","Eucalyptus amplifolia",103961,2183990,6537215,51,26.2,NA,NA,NA
"103962","Eucalyptus amplifolia",103962,2193990,6537215,50,25.575,NA,NA,NA
"103964","Eucalyptus amplifolia",103964,2213990,6537215,48,25.2,NA,NA,NA
"103966","Eucalyptus amplifolia",103966,2233990,6537215,47,26.1,NA,NA,NA
"104399","Eucalyptus amplifolia",104399,2193990,6527215,50,23.75,0.141965,0.013441,0.049859
"104400","Eucalyptus amplifolia",104400,2203990,6527215,49,25.7,NA,NA,NA
"104404","Eucalyptus amplifolia",104404,2243990,6527215,45.5,24.4,0.04943919,0.021004008,0.11503797
"104837","Eucalyptus amplifolia",104837,2203990,6517215,49,24.7,0.141965,0.013441,0.049859
"104841","Eucalyptus amplifolia",104841,2243990,6517215,47,23.8,0.168608,0.025201,0.095849
"1052651","Eucalyptus amplifolia",105265,2113990,6507215,38,26.6,NA,NA,NA
"1052661","Eucalyptus amplifolia",105266,2123990,6507215,41,25.9,0.044852,0.010529,0.041158
"1057031","Eucalyptus amplifolia",105703,2123990,6497215,39,26.1,0.044852,0.010529,0.041158
"1057041","Eucalyptus amplifolia",105704,2133990,6497215,42.3333333333333,25.1333333333333,0.044852,0.010529,0.041158
"1057051","Eucalyptus amplifolia",105705,2143990,6497215,44.6,24.98,0.044852,0.010529,0.041158
"105706","Eucalyptus amplifolia",105706,2153990,6497215,44,23.85,0.044852,0.010529,0.041158
"1061411","Eucalyptus amplifolia",106141,2133990,6487215,42,25.1,NA,NA,NA
"1061421","Eucalyptus amplifolia",106142,2143990,6487215,44,25.3,0.044852,0.010529,0.041158
"106143","Eucalyptus amplifolia",106143,2153990,6487215,44.8333333333333,23.85,0.044852,0.010529,0.041158
"1065761","Eucalyptus amplifolia",106576,2113990,6477215,37.6666666666667,26.3,0.0427721613333333,0.010655714,0.0190433743333333
"1065771","Eucalyptus amplifolia",106577,2123990,6477215,41,25.9,0.044860642,0.010527671,0.04115619
"1065781","Eucalyptus amplifolia",106578,2133990,6477215,42,24.8,NA,NA,NA
"1065791","Eucalyptus amplifolia",106579,2143990,6477215,47,25.7666666666667,0.044852,0.010529,0.041158
"106581","Eucalyptus amplifolia",106581,2163990,6477215,49,25.4,NA,NA,NA
"107014","Eucalyptus amplifolia",107014,2123990,6467215,40,26.1,0.03162972,0.01256174,0.043919496
"1070151","Eucalyptus amplifolia",107015,2133990,6467215,49,28.3,NA,NA,NA
"107016","Eucalyptus amplifolia",107016,2143990,6467215,46.5714285714286,25.5,NA,NA,NA
"107017","Eucalyptus amplifolia",107017,2153990,6467215,51.5714285714286,27.5142857142857,0.044852,0.010529,0.041158
"107019","Eucalyptus amplifolia",107019,2173990,6467215,52,26.7,0.04483953,0.010526559,0.041154336
"107455","Eucalyptus amplifolia",107455,2163990,6457215,52,26.6,0.04350655,0.0102656,0.040762972
"107456","Eucalyptus amplifolia",107456,2173990,6457215,52,26.5,0.10812216,0.02291548,0.059734214
"107458","Eucalyptus amplifolia",107458,2193990,6457215,50,25.4,0.107992,0.02289,0.059696
"107889","Eucalyptus amplifolia",107889,2133990,6447215,46,25.9333333333333,NA,NA,NA
"107895","Eucalyptus amplifolia",107895,2193990,6447215,49,24.6,NA,NA,NA
"108323","Eucalyptus amplifolia",108323,2103990,6437215,37,26.2,0.031589,0.012568,0.043928
"1083241","Eucalyptus amplifolia",108324,2113990,6437215,39,26.2,0.031589,0.012568,0.043928
"108328","Eucalyptus amplifolia",108328,2153990,6437215,51,26.1,NA,NA,NA
"108332","Eucalyptus amplifolia",108332,2193990,6437215,48,24.4,0.107992,0.02289,0.059696
"108333","Eucalyptus amplifolia",108333,2203990,6437215,45,23.3,NA,NA,NA
"108337","Eucalyptus amplifolia",108337,2243990,6437215,41.6,18.16,NA,NA,NA
"1087561","Eucalyptus amplifolia",108756,2063990,6427215,27,28.3,0.06173849,0.011831572,0.048221607
"108770","Eucalyptus amplifolia",108770,2203990,6427215,45,23.5166666666667,0.107992,0.02289,0.059696
"108771","Eucalyptus amplifolia",108771,2213990,6427215,43.8,22.9,0.107992,0.02289,0.059696
"1091991","Eucalyptus amplifolia",109199,2123990,6417215,40.5,24.85,0.031589,0.012568,0.043928
"109207","Eucalyptus amplifolia",109207,2203990,6417215,44,23,NA,NA,NA
"109208","Eucalyptus amplifolia",109208,2213990,6417215,42.5,22.75,0.107992,0.02289,0.059696
"109642","Eucalyptus amplifolia",109642,2183990,6407215,49,22.8,NA,NA,NA
"109643","Eucalyptus amplifolia",109643,2193990,6407215,47,22.8,NA,NA,NA
"109645","Eucalyptus amplifolia",109645,2213990,6407215,42,21.95,0.107992,0.02289,0.059696
"110076","Eucalyptus amplifolia",110076,2153990,6397215,50,24.4,0.072217,0.020938,0.085991
"110077","Eucalyptus amplifolia",110077,2163990,6397215,49.5,23.95,0.072217,0.020938,0.085991
"110078","Eucalyptus amplifolia",110078,2173990,6397215,49,23.5,0.072217,0.020938,0.085991
"110080","Eucalyptus amplifolia",110080,2193990,6397215,44,22.3,0.072217,0.020938,0.085991
"110509","Eucalyptus amplifolia",110509,2113990,6387215,48,26.5,0.076476,0.023112,0.077477
"110512","Eucalyptus amplifolia",110512,2143990,6387215,49.5,24.1,NA,NA,NA
"110513","Eucalyptus amplifolia",110513,2153990,6387215,49.3333333333333,24.1444444444444,0.072217,0.020938,0.085991
"110514","Eucalyptus amplifolia",110514,2163990,6387215,48,23.6875,0.072217,0.020938,0.085991
"110515","Eucalyptus amplifolia",110515,2173990,6387215,47,23.5166666666667,0.072217,0.020938,0.085991
"110516","Eucalyptus amplifolia",110516,2183990,6387215,46,22.5,0.072217,0.020938,0.085991
"110517","Eucalyptus amplifolia",110517,2193990,6387215,44,22.4,0.072217,0.020938,0.085991
"110945","Eucalyptus amplifolia",110945,2103990,6377215,46,26.9,NA,NA,NA
"110947","Eucalyptus amplifolia",110947,2123990,6377215,47,25.9,NA,NA,NA
"110948","Eucalyptus amplifolia",110948,2133990,6377215,48.5,24.85,NA,NA,NA
"110951","Eucalyptus amplifolia",110951,2163990,6377215,47.7142857142857,23.1857142857143,0.072217,0.020938,0.085991
"110952","Eucalyptus amplifolia",110952,2173990,6377215,47,22.3666666666667,NA,NA,NA
"110954","Eucalyptus amplifolia",110954,2193990,6377215,43,21.98,0.072217,0.020938,0.085991
"110955","Eucalyptus amplifolia",110955,2203990,6377215,40.7777777777778,21.2222222222222,0.072206188,0.0209422864,0.085971464
"110956","Eucalyptus amplifolia",110956,2213990,6377215,38,19.75,NA,NA,NA
"111382","Eucalyptus amplifolia",111382,2103990,6367215,48,27,NA,NA,NA
"111384","Eucalyptus amplifolia",111384,2123990,6367215,46.6666666666667,26.05,0.076476,0.023112,0.077477
